time,location,account,message,features
4/10/2020 7:43,Scenic Vista,LovesBurksDog,re: @RockyFlame yo u take that back,"yo,rockyflame,rockyflame yo"
4/10/2020 7:43,Southwest,GuapoRBowl1982,"re: @Olivia yes, but if she's dead already, we can eat her then",olivia
4/10/2020 7:43,Downtown,CuriousLightJanice_Walling,re: @kristen is she still pretendaeding to be daedeadaed,kristen
4/10/2020 7:43,Weston,RacesJoan_MurphyOctopus,"re: ""@kyle My son said he saw one yesterday""","yesterday,son"
4/10/2020 7:43,Cheddarford,Gloria55Palmer,"re: ""@kyle im in Old Town anddnd it wandds delicious""","town,delicious"
4/10/2020 7:44,Downtown,FuriousCouchRobert_Kroll,re: @CiloFlame where??,
4/10/2020 7:44,Broadview,FuriousSLight,re: @kyle are yuo sure its not cholera,"yuo,cholera"
4/10/2020 7:44,Old Town,AudetMouse35,re: @DerekNolan #weaselmeat,
4/10/2020 7:44,Old Town,Sirena48,"re: @Olivia yes, but if she's dead already, we can eat her then",olivia
4/10/2020 7:44,Northwest,ObnoxiousSIcecream,re: @WalkerTree I figure a govirnment general is going to come out of one eventually,govirnment
4/10/2020 7:44,Southwest,WileyJamesCouch,re: @RunningTree where are yyou,
4/10/2020 7:44,Southton,Bernard32Gonzalez,re: has anyone seen the military trunks go through their neighborhood? @Westie,"military trunks,neighborhood,trunks"
4/10/2020 7:44,Oak Willow,VivianFamousD,re: @WalkerTree i once ate my homework  #WinsmyWaste,"winsmywaste,homework"
4/10/2020 7:44,Palace Hills,TallLongBread,re: @RunningTree so are cows but that doesnt stop me,cows
4/10/2020 7:45,Easton,FuriousFCar10,re: yo @AlwaysSafePowerCompany why donít u donate 100k to us WE ARE DYING ,"yo alwayssafepowercompany,donate k,k,yo,dont,alwayssafepowercompany,donate"
4/10/2020 7:45,Chapparal,CandidLindaBread,"re: ""@WalkerTree Chedddarford but Ive been moving around where I can""","walkertree,chedddarford"
4/10/2020 7:45,Downtown,BrendaFamousC,re: @EmielRegis wanna eat my cat together?,"cat,emielregis"
4/10/2020 7:45,Northwest,RunsKerry_HernandezCat,re: @kristen so cruel,
4/10/2020 7:45,Downtown,FearsRichard_BarnesOctopus,re: I bet someone could make ferret sushi @VanessaCorwin,"ferret sushi,sushi"
4/10/2020 7:45,Southton,RacesMary_LingoDog,re: @kyle mood,"mood,kyle mood"
4/10/2020 7:45,Palace Hills,HoldsKareem_SanchezBear,re: has anyone seen the military trunks go through their neighborhood? @Westie,"military trunks,neighborhood,trunks"
4/10/2020 7:45,Terrapin Springs,LazyACar48,re: @RockyFlame Where?,
4/10/2020 7:45,Downtown,Joseph2005Tant,re: @WalkerTree i once ate my homework  #WinsmyWaste,"winsmywaste,homework"
4/10/2020 7:45,Oak Willow,SmartJCandy,re: I'm scaring my cat by showing her my screen message @Olivia,"message,cat,screen message,screen"
4/10/2020 7:45,Oak Willow,AttentativeIcecreamMichelle,re: @Mrs.Tillenbottom do you have Z*INT trenders,"tillenbottom,zint trenders,trenders,mrs"
4/10/2020 7:46,Southton,GuapoRBowl,re: @WalkerTree i once ate my homework  #WinsmyWaste,"winsmywaste,homework"
4/10/2020 7:46,Downtown,RFamousFenstermacher,re: has anyone seen the military trunks go through their neighborhood? @Westie,"military trunks,neighborhood,trunks"
4/10/2020 7:46,Southton,Lachelle1954,re: @RockyFlame Where?,
4/10/2020 7:46,Broadview,CuriousCarCarrie_Sanders,re: @kyle should have kept your cat on a leash in these times,"cat,times,leash"
4/10/2020 7:46,Palace Hills,AttentativeMcdonaldBanana,re: I bet someone could make ferret sushi @VanessaCorwin,"ferret sushi,sushi"
4/10/2020 7:47,Broadview,LovesMarcusCat,re: @kyle should have kept your cat on a leash in these times,"cat,times,leash"
4/10/2020 7:47,Southwest,Fernando42,re: @kristen is she still pretendaeding to be daedeadaed,kristen
4/10/2020 7:47,Southwest,CuriousIngramBowl,re: @RunningTree where are yyou,
4/10/2020 7:47,Northwest,FastMichaelCar,"re: @CiloFlame You're not good enough for yr cat, otherwise it should come back to u #MakesItYoureWonder","makesityourewonder,yr,cat,ciloflame,yr cat"
4/10/2020 7:47,Palace Hills,TallWCandy,re: @DerekNolan #weaselmeat,
4/10/2020 7:47,Downtown,Rivera1995,re: @EmielRegis wanna eat my cat together?,"cat,emielregis"
4/10/2020 7:47,Weston,SmartJamesCar,re: @CiloFlame you shut your mount,mount
4/10/2020 7:47,Palace Hills,Grimes2009,re: @kristen so cruel,
4/10/2020 7:47,Northwest,LovesElaineBird,re: @kyle are yuo sure its not cholera,"yuo,cholera"
4/10/2020 7:47,Weston,AlmaAttentativeS,re: @WalkerTree Ive been staring at them from tactical hiding spots in boxes next to the street,"spots,street,boxes,hiding,tactical hiding spots"
4/10/2020 7:47,Weston,LazyIvyIcecream,re: @kyle I dont think were that far into the apocalypse yet unfortunately #WinswereWonder @CityEvents,",winswerewonder,apocalypse"
4/10/2020 7:48,Southwest,FleetMildensteinHouse,"re: ""@kyle My son said he saw one yesterday""","yesterday,son"
4/10/2020 7:48,Cheddarford,CleverOliverHouse50,re: @EmielRegis wanna eat my cat together?,"cat,emielregis"
4/10/2020 7:48,Palace Hills,Sylvester_Rauf2015,re: @kyle mood,"mood,kyle mood"
4/10/2020 7:48,Terrapin Springs,FastBreadMary_Pacheco,re: @kristen so cruel,
4/10/2020 7:48,Downtown,FamousGibsonBowl82,re: @RockyFlame Where?,
4/10/2020 7:48,Palace Hills,StaceyBird1980,re: @kristen you sure she's not infected? #notWonder,
4/10/2020 7:48,Oak Willow,CuriousCandyFrancis_Rose,re: I'm scaring my cat by showing her my screen message @Olivia,"message,cat,screen message,screen"
4/10/2020 7:49,Terrapin Springs,Wallace1997,re: @CiloFlame yes but i am very muddy and tired and have dysentery :disappointed:,dysentery
4/10/2020 7:49,Weston,J93Wronski,re: @kyle mood,"mood,kyle mood"
4/10/2020 7:49,Oak Willow,StevenDog12,re: @WalkerTree I figure a govirnment general is going to come out of one eventually,govirnment
4/10/2020 7:49,Broadview,Frank1992,re: @VanessaCorwin this is the longest intermittent fasting weve done! this must be doing wonders for our figures,"figures,wonders"
4/10/2020 7:49,Southwest,ObnoxiousABread33,re: @RunningTree where are yyou,
4/10/2020 7:50,Broadview,FleetJCandy,re: @DerekNolan #weaselmeat,
4/10/2020 7:50,Weston,AttentativeIcecreamMcdonald,re: @firefighter87 Iíll get on the horn with dispatch  theyíll give the hospital a heads up and social services will meet you there,"services,social services,dispatch,firefighter,heads,hospital,horn"
4/10/2020 7:50,Weston,WileyPBanana,re: @WalkerTree I figure a govirnment general is going to come out of one eventually,govirnment
4/10/2020 7:50,Scenic Vista,Janet_Childs39,re: @kyle are yuo sure its not cholera,"yuo,cholera"
4/10/2020 7:51,Broadview,Matthew22M,"re: @CiloFlame You're not good enough for yr cat, otherwise it should come back to u #MakesItYoureWonder","makesityourewonder,yr,cat,ciloflame,yr cat"
4/10/2020 7:52,Southton,Crosby85,re:  How much truck would a green truck truck if a green truck could truck green? @RunningTree,"truck,green truck,green truck truck"
4/10/2020 7:52,East Parton,SmartMacleodCandy19,re: @WalkerTree I figure a govirnment general is going to come out of one eventually,govirnment
4/10/2020 7:52,Terrapin Springs,Kevin_CallahanMouse21,re: @RunningTree NOT IF I EAT YOU FIRST,
4/10/2020 7:53,Pepper Mill,RunsJasonCat,re: I bet someone could make ferret sushi @VanessaCorwin,"ferret sushi,sushi"
4/10/2020 7:53,Scenic Vista,WilliamCleverKrohn,re: @WalkerTree I figure a govirnment general is going to come out of one eventually,govirnment
4/10/2020 7:53,Palace Hills,B68Duckett,re: @RockyFlame Where?,
4/10/2020 7:54,Old Town,SmartRHouse,re: @firefighter87 Iíll get on the horn with dispatch  theyíll give the hospital a heads up and social services will meet you there,"services,social services,dispatch,firefighter,heads,hospital,horn"
4/10/2020 7:54,Southton,AttentativeFCar,re: @kristen is she still pretendaeding to be daedeadaed,kristen
4/10/2020 7:54,Broadview,KevinAttentativeSmith,re: @kyle I dont think were that far into the apocalypse yet unfortunately #WinswereWonder @CityEvents,",winswerewonder,apocalypse"
4/10/2020 7:54,Easton,GuapoVeneciaCouch,re: @WalkerTree i once ate my homework  #WinsmyWaste,"winsmywaste,homework"
4/10/2020 7:55,Southwest,MarianneAttentativeA,"re: ""@kyle My son said he saw one yesterday""","yesterday,son"
4/10/2020 7:55,Palace Hills,CuriousThomasBowl,re: @WalkerTree Ive been staring at them from tactical hiding spots in boxes next to the street,"spots,street,boxes,hiding,tactical hiding spots"
4/10/2020 7:55,Scenic Vista,DickinsonMouse32,re: @kristen you sure she's not infected? #notWonder,
4/10/2020 7:55,Easton,ConnieOctopus66,re: @VanessaCorwin this is the longest intermittent fasting weve done! this must be doing wonders for our figures,"figures,wonders"
4/10/2020 7:56,Scenic Vista,DerekLazyVerstraete,"re: ""@kyle My son said he saw one yesterday""","yesterday,son"
4/10/2020 7:56,Downtown,PaulFleetBurd,re: @WalkerTree i once ate my homework  #WinsmyWaste,"winsmywaste,homework"
4/10/2020 7:56,Palace Hills,White1991,re: @WalkerTree Ive been staring at them from tactical hiding spots in boxes next to the street,"spots,street,boxes,hiding,tactical hiding spots"
4/10/2020 7:56,Southton,SmartSLight1990,re: I bet someone could make ferret sushi @VanessaCorwin,"ferret sushi,sushi"
4/10/2020 7:56,Weston,MyrtleHorse60,re: @RockyFlame Where?,
4/10/2020 7:57,Old Town,WatchesCarlisleOctopus,re: @WalkerTree Ive been staring at them from tactical hiding spots in boxes next to the street,"spots,street,boxes,hiding,tactical hiding spots"
4/10/2020 7:57,Palace Hills,Ferguson97,re: @WalkerTree I figure a govirnment general is going to come out of one eventually,govirnment
4/10/2020 7:57,West Parton,DarkCHouse44,re: @VanessaCorwin the fish probably has salmonella at this point #MakesItsalmonellaWonder,",fish,salmonella,point"
4/10/2020 7:57,Downtown,MilburnHorse1955,re: @CiloFlame yes but i am very muddy and tired and have dysentery :disappointed:,dysentery
4/10/2020 7:57,Oak Willow,LovesAtkinsonHorse,re: @Mrs.Tillenbottom do you have Z*INT trenders,"tillenbottom,zint trenders,trenders,mrs"
4/10/2020 7:57,Weston,CuriousLightTina_Marlow,re: @RockyFlame yo u take that back,"yo,rockyflame,rockyflame yo"
4/10/2020 7:57,Broadview,CuriousDHouse29,"re: ""@kyle im in Old Town anddnd it wandds delicious""","town,delicious"
4/10/2020 7:57,East Parton,Osborne44,re: @RunningTree NOT IF I EAT YOU FIRST,
4/10/2020 7:57,Old Town,ObnoxiousAPlate,re: @kristen you sure she's not infected? #notWonder,
4/10/2020 7:58,Cheddarford,LazyGambleCar1972,re: @RunningTree thats not funny,
4/10/2020 7:59,Broadview,Theresa_BranchOctopus1991,"re: @CiloFlame You're not good enough for yr cat, otherwise it should come back to u #MakesItYoureWonder","makesityourewonder,yr,cat,ciloflame,yr cat"
4/10/2020 7:59,Pepper Mill,LazyTaylorPlate41,re: I'm scaring my cat by showing her my screen message @Olivia,"message,cat,screen message,screen"
4/10/2020 7:59,Northwest,RunsFisherCat,re: @VanessaCorwin remember when we got tickets for St. Himark music festival?? woul'dve been so fun #HateSt,"tickets,st,himark,wouldve,st himark,festival,music,st himark music festival"
4/10/2020 7:59,Broadview,LazyFIcecream,re: yo @AlwaysSafePowerCompany why donít u donate 100k to us WE ARE DYING ,"yo alwayssafepowercompany,donate k,k,yo,dont,alwayssafepowercompany,donate"
4/10/2020 7:59,Downtown,LazyHouseAngela,re: @kyle are yuo sure its not cholera,"yuo,cholera"
4/10/2020 7:59,Easton,FraserHorse70,re: @DerekNolan #weaselmeat,
4/10/2020 7:59,Old Town,CleverPlateVincent,re: @RockyFlame Where?,
4/10/2020 8:00,Scenic Vista,RunsWilliamFish,re: @RunningTree NOT IF I EAT YOU FIRST,
4/10/2020 8:01,Pepper Mill,James_White87,"re: @CiloFlame You're not good enough for yr cat, otherwise it should come back to u #MakesItYoureWonder","makesityourewonder,yr,cat,ciloflame,yr cat"
4/10/2020 8:01,Terrapin Springs,BillyHorse91,re: @DerekNolan #weaselmeat,
4/10/2020 8:01,Broadview,AttentativeCarJessica_Carpenter,re: @VanessaCorwin remember when we got tickets for St. Himark music festival?? woul'dve been so fun #HateSt,"tickets,st,himark,wouldve,st himark,festival,music,st himark music festival"
4/10/2020 8:02,Northwest,FuriousBurnhamBread2014,re: @RunningTree thats not funny,
4/10/2020 8:02,Oak Willow,DarkHouseCavitt,re: I'm scaring my cat by showing her my screen message @Olivia,"message,cat,screen message,screen"
4/10/2020 8:02,Terrapin Springs,WileyCandyTina_Coble,re: @WalkerTree Ive been staring at them from tactical hiding spots in boxes next to the street,"spots,street,boxes,hiding,tactical hiding spots"
4/10/2020 8:03,Downtown,LazyHouseAngela,"re: ""@kyle im in Old Town anddnd it wandds delicious""","town,delicious"
4/10/2020 8:03,Southton,FearsRodgersMouse,re: @RunningTree NOT IF I EAT YOU FIRST,
4/10/2020 8:03,Downtown,FamousKCandy,"re: @CiloFlame You're not good enough for yr cat, otherwise it should come back to u #MakesItYoureWonder","makesityourewonder,yr,cat,ciloflame,yr cat"
4/10/2020 8:03,Palace Hills,WileyCarJaimes,re: @VanessaCorwin remember when we got tickets for St. Himark music festival?? woul'dve been so fun #HateSt,"tickets,st,himark,wouldve,st himark,festival,music,st himark music festival"
4/10/2020 8:03,Southwest,JohnBear1987,re: @kyle I dont think were that far into the apocalypse yet unfortunately #WinswereWonder @CityEvents,",winswerewonder,apocalypse"
4/10/2020 8:04,Weston,DFuriousS,re: I'm scaring my cat by showing her my screen message @Olivia,"message,cat,screen message,screen"
4/10/2020 8:04,Old Town,RunsMeyerOctopus,re: @RockyFlame yo u take that back,"yo,rockyflame,rockyflame yo"
4/10/2020 8:04,Old Town,BusyCouchClyde,re: yo @AlwaysSafePowerCompany why donít u donate 100k to us WE ARE DYING ,"yo alwayssafepowercompany,donate k,k,yo,dont,alwayssafepowercompany,donate"
4/10/2020 8:05,Downtown,BusyRuthCandy,re: I'm scaring my cat by showing her my screen message @Olivia,"message,cat,screen message,screen"
4/10/2020 8:05,Weston,SandraCat1979,re: I bet someone could make ferret sushi @VanessaCorwin,"ferret sushi,sushi"
4/10/2020 8:05,Weston,LazyNewtonBowl,"re: @CiloFlame You're not good enough for yr cat, otherwise it should come back to u #MakesItYoureWonder","makesityourewonder,yr,cat,ciloflame,yr cat"
4/10/2020 8:06,Old Town,AttentativeRIcecream55,re: yo @AlwaysSafePowerCompany why donít u donate 100k to us WE ARE DYING ,"yo alwayssafepowercompany,donate k,k,yo,dont,alwayssafepowercompany,donate"
4/10/2020 8:06,Downtown,SteveWhale1998,re: @RockyFlame yo u take that back,"yo,rockyflame,rockyflame yo"
4/10/2020 8:06,Downtown,FastCarolynBanana,re: @WalkerTree Ive been staring at them from tactical hiding spots in boxes next to the street,"spots,street,boxes,hiding,tactical hiding spots"
4/10/2020 8:06,Cheddarford,WatchesChongDog,re: I bet someone could make ferret sushi @VanessaCorwin,"ferret sushi,sushi"
4/10/2020 8:07,Palace Hills,CrosslandBird1986,re: @RunningTree thats not funny,
4/10/2020 8:07,Palace Hills,AlinaDog1974,re: I bet someone could make ferret sushi @VanessaCorwin,"ferret sushi,sushi"
4/10/2020 8:07,Chapparal,CleverTBanana,re: @kristen is she still pretendaeding to be daedeadaed,kristen
4/10/2020 8:08,Northwest,CandidFBowl1992,re: @WalkerTree i once ate my homework  #WinsmyWaste,"winsmywaste,homework"
4/10/2020 8:08,Downtown,Alvin1988,re: I bet someone could make ferret sushi @VanessaCorwin,"ferret sushi,sushi"
4/10/2020 8:09,Weston,RobinsonBear1980,re: @VanessaCorwin remember when we got tickets for St. Himark music festival?? woul'dve been so fun #HateSt,"tickets,st,himark,wouldve,st himark,festival,music,st himark music festival"
4/10/2020 8:11,Southton,SmartLCouch1950,re: @RunningTree thats not funny,
4/10/2020 8:12,Chapparal,SmartBLight63,re: I bet someone could make ferret sushi @VanessaCorwin,"ferret sushi,sushi"
4/10/2020 8:12,Weston,Brenda97,re: @kristen is she still pretendaeding to be daedeadaed,kristen
4/10/2020 8:12,Weston,Eva1983S,re: @RunningTree thats not funny,
4/10/2020 8:13,Scenic Vista,AttentativeDLight6,re: @kyle I dont think were that far into the apocalypse yet unfortunately #WinswereWonder @CityEvents,",winswerewonder,apocalypse"
4/10/2020 8:13,Palace Hills,HoldsJoshuaWhale,re: I bet someone could make ferret sushi @VanessaCorwin,"ferret sushi,sushi"
4/10/2020 8:13,Downtown,JohnFish93,re: @WalkerTree Ive been staring at them from tactical hiding spots in boxes next to the street,"spots,street,boxes,hiding,tactical hiding spots"
4/10/2020 8:14,Downtown,Maultsby79,re: @WalkerTree i once ate my homework  #WinsmyWaste,"winsmywaste,homework"
4/10/2020 8:15,Southwest,Carlos_Gordon83,re: @VanessaCorwin remember when we got tickets for St. Himark music festival?? woul'dve been so fun #HateSt,"tickets,st,himark,wouldve,st himark,festival,music,st himark music festival"
4/10/2020 8:15,East Parton,GuapoJimmyIcecream,re: @WalkerTree Ive been staring at them from tactical hiding spots in boxes next to the street,"spots,street,boxes,hiding,tactical hiding spots"
4/10/2020 8:16,Weston,CandidBilboPlate1983,re: @VanessaCorwin remember when we got tickets for St. Himark music festival?? woul'dve been so fun #HateSt,"tickets,st,himark,wouldve,st himark,festival,music,st himark music festival"
4/10/2020 8:16,Old Town,ObnoxiousGLight,re: @RunningTree NOT IF I EAT YOU FIRST,
4/10/2020 8:18,Terrapin Springs,JefferyTallSmith,re: I bet someone could make ferret sushi @VanessaCorwin,"ferret sushi,sushi"
4/10/2020 8:21,Weston,CuriousBananaHarper,re: @VanessaCorwin remember when we got tickets for St. Himark music festival?? woul'dve been so fun #HateSt,"tickets,st,himark,wouldve,st himark,festival,music,st himark music festival"
4/10/2020 8:22,Downtown,Christopher_BogartBear26,re: @RunningTree thats not funny,
4/10/2020 8:22,Easton,Isaac_RamirezWhale1985,re: @WalkerTree Ive been staring at them from tactical hiding spots in boxes next to the street,"spots,street,boxes,hiding,tactical hiding spots"
4/10/2020 8:24,Chapparal,CandidRobertCandy,re: I bet someone could make ferret sushi @VanessaCorwin,"ferret sushi,sushi"
4/10/2020 8:31,Southwest,SmartBreadRyan,re: @kyle should have kept your cat on a leash in these times,"cat,times,leash"
4/10/2020 9:00,Broadview,BroadviewBoi,"The disaster shelter here is hot, there is no ventilation, and really crowded. Don't come here if you are looking for shelter!","disaster shelter,disaster,ventilation,shelter"
4/10/2020 9:02,Cheddarford,RoseWyatt,Where am I supposed to go?,
4/10/2020 9:02,Broadview,kyle,WHERE am i supposed to go,
4/10/2020 9:02,Cheddarford,RoseWyatt,DONDE,donde
4/10/2020 9:02,Southwest,VanessaCorwin,@AlwactualyysSactualyfePowerCompactualyny where actualyre you when we need you? You keep tactualylking but donít actualyctuactualylly do actualynything!!,"dont,alwactualyyssactualyfepowercompactualyny"
4/10/2020 9:04,Old Town,RunningTree,Come to Old Town!!!,town
4/10/2020 9:04,Cheddarford,DerekNolan,they probably harvest organs there,organs
4/10/2020 9:04,Pepper Mill,FrancineHiggins,"only giving us problems, no solutions... #Greatonly","problems,solutions"
4/10/2020 9:04,Chapparal,EllaChang,Come to mine then,
4/10/2020 9:05,Broadview,BoogieBunny, It's a mess. I'd rather lie on the pile of bricks that used to be my apartment,"pile,bricks,mess,apartment"
4/10/2020 9:05,Safe Town,AlwaysSafePowerCompany,Tune into channel 5 to watch our heroic local rescuers and federal teams working alongside volunteers from Always Safe Power Company to save our family and friends! #TuneWaste,"safe power company,rescuers,company,federal teams,volunteers,heroic local rescuers,safe,tunewaste,family,friends,power,teams,channel"
4/10/2020 9:05,Cheddarford,DerekNolan,@AlwaysSafePowerCompany this is propogonda I know it,"propogonda,alwayssafepowercompany"
4/10/2020 9:05,Chapparal,EmielRegis,Anyone got any survival tutorial in the wilderness?,"wilderness,survival"
4/10/2020 9:05,Broadview,kyle,WHERE AM I AND MY CAT SUPPOSED TO GO,"cat supposed,supposed,cat"
4/10/2020 9:05,Oak Willow,kristen,@VanessaCorwin It would be great to die with her. She dumped me though I still love her.,
4/10/2020 9:05,Old Town,Mrs.Tillenbottom,"Itís too hot in here for Mittens, going to have to find alternate shelter","shelter,alternate shelter,mittens"
4/10/2020 9:06,Scenic Vista,BBGirl, guess i'm not going anywhere soon.. all the shelters are awful!,shelters
4/10/2020 9:06,Chapparal,EllaChang,@DoNotWant @AlwaysSafePowerCompany Umm TV doesn't really work rn,"tv,alwayssafepowercompany umm tv,alwayssafepowercompany,umm,donotwant"
4/10/2020 9:06,Southwest,VanessaCorwin,@EmielRegis if youíre hurt drink mojitos itíll make you numb,"youre hurt,mojitos,youre,itll"
4/10/2020 9:07,Oak Willow,kristen,"@Olivia my another ex, you are not her, sorry.","ex,olivia"
4/10/2020 9:07,Scenic Vista,You2, Just keep out of Scenic View. Don't ruin it #Scenic,"scenic view,view"
4/10/2020 9:07,Wilson Forest,DareYouToPetTheCat, Does the shelter need more fans? @Broadview #GreattheCan,",greatthecan,shelter,fans"
4/10/2020 9:07,Cheddarford,DerekNolan,@VanessaCorwin they put something in the mohitos to do that,mohitos
4/10/2020 9:07,Cheddarford,Olivia,@kristenugh I'm still alive #WinsImWaste,kristenugh
4/10/2020 9:07,Old Town,RunningTree,hungry,
4/10/2020 9:07,Pepper Mill,FrancineHiggins,@VanessaCorwin im ateh tehhe hospitehal buteh iteh's so backed up I can'teh geteh in! Stehay stehrong! Zeteha Tau forever! #Tau,"ateh,hospitehal,zeteha,zeteha tau,iteh,geteh,buteh itehs,canteh,buteh,stehay,tehhe"
4/10/2020 9:08,Safe Town,AlwaysSafePowerCompany,"Is your power provider unreliable? Consider switching to Always Safe Power Company today! We are always reliable, and #alwayssafe #FTWSafeWaste",",safe power company,safe,power provider,power,provider,company"
4/10/2020 9:08,Oak Willow,CiloFlame,"The food supply of my house just got STOLEN. Whoever it was, GO TO heck","house,food supply,food,heck,supply,stolen"
4/10/2020 9:08,Old Town,WalkerTree,updanbdte sister is anbdlive anbdnd still anbdnnoying,"sister,updanbdte sister,updanbdte"
4/10/2020 9:09,Southton,TallWBanana16,re: @VanessaCorwin they put something in the mohitos to do that,mohitos
4/10/2020 9:09,Southwest,VanessaCorwin,@Francisodaggins Zeta Tau sister forevaaa,"sister,tau,forevaaa,francisodaggins,francisodaggins zeta tau sister,zeta"
4/10/2020 9:09,Cheddarford,DerekNolan,@AlwaysSafePowerCompany you maintain a monopoly to keep us under yuor THUMB I KNOW IT,"yuor thumb,monopoly,thumb,yuor,alwayssafepowercompany"
4/10/2020 9:09,Chapparal,EllaChang,:bread:does this make you feel less hungry,bread
4/10/2020 9:10,Old Town,wftrubble," Lots of rubble in the street, community meet up at the corner of South James and Mason St on the hour to organize a search party","search,rubble,hour,corner,party,search party,street,mason,south,community,james,south james,lots"
4/10/2020 9:10,Oak Willow,RockyFlame,I am starving is anything open rn?,
4/10/2020 9:10,Pepper Mill,FrancineHiggins,@VanessaCorwin Wait till Dad hears that they're not letting me in. I'll have him make some calls #HateIllWaste,"wait,dad,calls"
4/10/2020 9:10,Old Town,RunningTree,@WalkerTree No pizza for you!!,"pizza,walkertree pizza"
4/10/2020 9:10,Cheddarford,RoseWyatt,Look for foood,foood
4/10/2020 9:10,Old Town,WalkerTree,what freaking pizza? #Winsfreaking,"pizza,winsfreaking,freaking"
4/10/2020 9:11,Old Town,WalkerTree,"@RunningTree u have no food, if u had food then you wouldn't say you were hungry #then",food
4/10/2020 9:11,Pepper Mill,FrancineHiggins,I am on a diet but pizza sounds great :grimacing:,"pizza,diet,grimacing"
4/10/2020 9:11,Old Town,ArtistLalisaManoban,Does anyone have ramen I'm somehow starving,ramen
4/10/2020 9:11,Cheddarford,RoseWyatt,"Thee CC
",cc
4/10/2020 9:12,Cheddarford,DerekNolan,theyre trying to keep us from eating so that they can pick us up for there illegal organ harvesting programs,"harvesting,organ,illegal organ harvesting programs,programs"
4/10/2020 9:13,Oak Willow,RockyFlame,double-plus rideseats saying no cars available whaaaat,"cars,rideseats,doubleplus rideseats"
4/10/2020 9:13,Cheddarford,RoseWyatt,You're drunk,
4/10/2020 9:13,Broadview,ICYou, probably more booze around than food.. Moar mohitos!,"food,mohitos,moar,booze,moar mohitos"
4/10/2020 9:13,Cheddarford,DerekNolan,were more easy to catch if were hungry,
4/10/2020 9:14,Broadview,kyle, i am still at home and mittens wont stop crying i think there is going to be an aftershock,"aftershock,home,mittens"
4/10/2020 9:14,Broadview,NoFearCher,try doordash,doordash
4/10/2020 9:15,Old Town,WalkerTree,"@RunningTreenot smart, you just eat all the rations for the week","smart,week,rations"
4/10/2020 9:16,Oak Willow,kristen,I'm so glad that I don't need to work today,
4/10/2020 9:17,Cheddarford,RoseWyatt,St. Himark food delivery app,"st,himark,food,st himark,delivery,app,st himark food delivery app"
4/10/2020 9:17,Southwest,CleverAIcecream,re: @VanessaCorwin they put something in the mohitos to do that,mohitos
4/10/2020 9:18,Downtown,ObnoxiousBCar,re: @VanessaCorwin Wait till Dad hears that they're not letting me in. I'll have him make some calls #HateIllWaste,"wait,dad,calls"
4/10/2020 9:19,Chapparal,EllaChang,food delivery app,"food delivery app,food,app,delivery"
4/10/2020 9:21,Broadview,MyNameIsYourName2, @AlwaysSafePowerCompany I have never had any problems with Always Safe Power. I have nothing but good things to say. Can I have a donut?,"problems,safe,safe power,alwayssafepowercompany,power,donut"
4/10/2020 9:21,Pepper Mill,FrancineHiggins,@ICYou ive heard about that diet! my Zeta Tau sister only drank mojitos for a week and lost 5 pounds!,"sister,tau,zeta tau sister,diet,zeta tau,zeta,pounds,mojitos,week"
4/10/2020 9:21,West Parton,RacesSpenglerBear,re: @AlwaysSafePowerCompany this is propogonda I know it,"propogonda,alwayssafepowercompany"
4/10/2020 9:22,Palace Hills,CuriousCPlate,re: @VanessaCorwin im ateh tehhe hospitehal buteh iteh's so backed up I can'teh geteh in! Stehay stehrong! Zeteha Tau forever! #Tau,"ateh,hospitehal,ateh tehhe hospitehal,zeteha,zeteha tau,iteh,geteh,buteh itehs,canteh,buteh,stehay,tehhe"
4/10/2020 9:22,Northwest,HoldsLaura_MacdonaldCat,re: @VanessaCorwin they put something in the mohitos to do that,mohitos
4/10/2020 9:23,Weston,LydiaFastGarcia,re: @VanessaCorwin It would be great to die with her. She dumped me though I still love her.,
4/10/2020 9:23,West Parton,WatchesFidlerCat,re: @AlwaysSafePowerCompany this is propogonda I know it,"propogonda,alwayssafepowercompany"
4/10/2020 9:23,Cheddarford,DerekNolan,@MyNameIsYourName29 dont buy into their propogonda or theyll collect yuo up in there people machines,"people machines,mynameisyourname,machines,people,yuo,propogonda"
4/10/2020 9:24,Weston,A98Chavarria,re:  @AlwaysSafePowerCompany I have never had any problems with Always Safe Power. I have nothing but good things to say. Can I have a donut?,"problems,safe,safe power,alwayssafepowercompany,power,donut"
4/10/2020 9:25,Weston,FastPlateJames_Perez,re: @EmielRegis if youíre hurt drink mojitos itíll make you numb,"emielregis,itll,youre hurt,mojitos,youre"
4/10/2020 9:25,Downtown,FamousMIcecream,re: @kristenugh I'm still alive #WinsImWaste,
4/10/2020 9:25,Weston,SmartPlateGabriel_Cheeks,re: @AlwaysSafePowerCompany this is propogonda I know it,"propogonda,alwayssafepowercompany"
4/10/2020 9:26,Broadview,FastPBowl75,re:  @AlwaysSafePowerCompany I have never had any problems with Always Safe Power. I have nothing but good things to say. Can I have a donut?,"problems,safe,safe power,alwayssafepowercompany,power,donut"
4/10/2020 9:26,West Parton,HWileySoares,re: @VanessaCorwin they put something in the mohitos to do that,mohitos
4/10/2020 9:27,Weston,RacesLorenaOctopus,re: @VanessaCorwin It would be great to die with her. She dumped me though I still love her.,
4/10/2020 9:27,Downtown,DarkSIcecream,"re: @RunningTree u have no food, if u had food then you wouldn't say you were hungry #then","food,runningtree"
